1.5          0.0           0.000
R            2099           0.040               5               2             150
R            2226           0.040               5               2             150
R            2354           0.040               5               2             150
1.5          0.0           0.000
R           37086           0.035              50               6             150
R           37087           0.035             100               8             150
R           36919           0.035             100               8          181.07
R           36755           0.035             100               8          181.07
R           36595           0.035             100               8             150
R           36439           0.035             100               8          181.07
R           36438           0.035             100               8             150
R           36437           0.035             100               8          181.07
R           36436           0.035             100               8             150
R           36435           0.035             100               8             150
R           36434           0.035             100               8             150
R           36277           0.035             100               8          181.07
R           36121           0.035             100               8          181.07
R           35965           0.035             100               8             150
R           35809           0.035             100               8             150
R           35653           0.035             100               8             150
R           35496           0.035             100               8             150
R           35339           0.035             100               8          181.07
R           35179           0.035             100               8             150
R           35018           0.035             100               8          181.07
R           34856           0.035             100               8             150
R           34688           0.035             100               8             150
R           34520           0.035             100               8             150
R           34353           0.035             100               8          181.07
R           34182           0.035             100               8          181.07
R           33999           0.035             100               8             150
R           33816           0.035             100               8             150
R           33633           0.035             100               8             150
R           33450           0.035             100               8             150
R           33266           0.035             100               8             150
R           33080           0.035             100               8             150
R           32894           0.035             100               8             150
R           32709           0.035             100               8             150
R           32525           0.035             100               8             150
R           32341           0.035             100               8          181.07
R           32157           0.035             100               8             150
R           31974           0.035             100               8             150
R           31790           0.035             100               8          181.07
R           31606           0.035             100               8             150
R           31419           0.035             100               8          181.07
R           31231           0.035             100               8             150
R           31041           0.035             100               8             150
R           30851           0.035             100               8          181.07
R           30660           0.035             100               8             150
R           30469           0.035             100               8             150
R           30468           0.035             100               8             150
R           30467           0.035             100               8             150
R           30466           0.035             100               8          181.07
R           30273           0.035             100               8          181.07
R           30272           0.035             100               8             150
R           30271           0.035             100               8          181.07
R           30077           0.035             100               8          181.07
R           29884           0.035             100               8             150
R           29690           0.035             100               8          181.07
R           29495           0.035             100               8          181.07
R           29291           0.035             100               8             150
R           29088           0.035             100               8             150
R           28885           0.035             100               8             150
R           28682           0.035             100               8             150
R           28479           0.035             100               8             150
R           28478           0.035             100               8          181.07
R           28680           0.035             100               8          212.13
R           28476           0.035             100               8          181.07
R           28475           0.035             100               8          181.07
R           28272           0.035             100               8          212.13
R           28066           0.035             100               8          212.13
R           27860           0.035             100               8          181.07
R           27656           0.035             100               8             150
R           27454           0.035             100               8             150
R           27256           0.035             100               8          181.07
R           27060           0.035             100               8          212.13
R           26867           0.035             100               8          181.07
R           26866           0.035             100               8             150
R           26865           0.035             100               8             150
R           26864           0.035             100               8             150
R           26863           0.035             100               8          181.07
R           26673           0.035             100               8          212.13
R           26486           0.035             100               8          212.13
R           26301           0.030             100               8          181.07
R           26300           0.030             100               8             150
R           26299           0.030             100               8             150
R           26298           0.030             100               8             150
R           26297           0.030             100               8          181.07
R           26480           0.030             100               8          181.07
R           26479           0.030             100               8          181.07
R           26294           0.030             100               8          181.07
R           26293           0.030             100               8             150
R           26292           0.030             100               8             150
R           26291           0.030             100               8             150
R           26290           0.030             100               8          181.07
R           26473           0.030             100               8          212.13
R           26288           0.030             100               8          181.07
R           26287           0.030             100               8             150
R           26286           0.030             100               8          181.07
R           26104           0.030             100               8          181.07
R           26103           0.030             100               8             150
R           26102           0.030             100               8             150
R           26101           0.030             100               8             150
R           26100           0.030             100               8             150
R           26099           0.040             100               8             150
1.5          0.0           0.000
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9          212.13
R                           0.035              60               9          212.13
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9          181.07
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R                           0.035              60               9          212.13
R                           0.035              60               9          181.07
R                           0.035              60               9             150
R                           0.035              60               9             150
R                           0.035              60               9          181.07
R           37814           0.035              60               9          181.07
R           37688           0.035              60               9          181.07
R           37560           0.035              60               9          181.07
